date,route_id,leg,start_s,end_s,duration_s,distance_m,deviation_pct,from_city,to_city,from_address,to_address,from_lat,from_lon,to_lat,to_lon,driver_id,vehicle_plate,bus_name,administration,source_file
2025-06-02,2025-06-02-Rebel,17,50400,50460,63,10,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,18,55500,55560,71,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,19,55920,55920,9,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,20,56460,56520,49,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,21,57000,57060,50,20,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,22,59700,59760,30,20,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-02,2025-06-02-Rebel,23,60720,60780,54,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,1,32340,32400,57,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,2,33720,34440,701,11630,-1.0,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Back-Upstraat 32, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,3,34620,35040,431,2830,4.0,Amsterdam,Amsterdam,"Back-Upstraat 32, Amsterdam, NL","Ms. Van Riemsdijkweg 26, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,4,35400,35580,147,420,-2.0,Amsterdam,Amsterdam,"Ms. Van Riemsdijkweg 26, Amsterdam, NL","Tt. Neveritaweg 65, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,5,36000,37080,1109,7040,-2.0,Amsterdam,Amsterdam,"Tt. Neveritaweg 65, Amsterdam, NL","Weesperplein 4, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,6,37740,38160,417,1360,1.0,Amsterdam,Amsterdam,"Weesperplein 4, Amsterdam, NL","Beukenplein 21, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,7,38580,39000,443,2060,2.0,Amsterdam,Amsterdam,"Beukenplein 21, Amsterdam, NL","Sarphatistraat 16, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,8,39240,40020,836,2400,52.0,Amsterdam,Amsterdam,"Sarphatistraat 16, Amsterdam, NL","Eerste Van Der Helststraat 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,9,41580,41700,93,50,-17.0,Amsterdam,Amsterdam,"Eerste Van Der Helststraat 11, Amsterdam, NL","Quellijnstraat 77, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,10,42120,42780,607,2090,-13.0,Amsterdam,Amsterdam,"Quellijnstraat 77, Amsterdam, NL","Tweede Van Der Helststraat 72, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,11,42900,43620,725,1660,-5.0,Amsterdam,Amsterdam,"Tweede Van Der Helststraat 72, Amsterdam, NL","De Groene Zoom, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,12,43620,43680,42,10,-89.0,Amsterdam,Amsterdam,"De Groene Zoom, Amsterdam, NL","De Groene Zoom, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,13,43920,44880,960,19230,40.0,Amsterdam,Amsterdam,"De Groene Zoom, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,14,53820,53880,58,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,15,54660,54660,23,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,16,56280,56280,14,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,17,56520,56580,26,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-03,2025-06-03-Rebel,18,59580,59640,60,50,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,1,27300,27360,47,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,2,33900,35100,1218,17730,-9.0,Amsterdam,Schiphol,"Portsmuiden 15, Amsterdam, NL","Schiphol Boulevard 101, Schiphol, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,3,35460,36540,1039,15500,3.0,Schiphol,Amsterdam,"Schiphol Boulevard 101, Schiphol, NL","Admiraal De Ruijterweg 268, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,4,36900,38100,1247,13530,40.0,Amsterdam,Amsterdam,"Admiraal De Ruijterweg 268, Amsterdam, NL","Chrysantenstraat 6, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,5,38400,39600,1225,13430,44.0,Amsterdam,Amsterdam,"Chrysantenstraat 6, Amsterdam, NL","Durgerdammerdijk 79, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,6,39780,40920,1161,12310,0.0,Amsterdam,Amsterdam,"Durgerdammerdijk 79, Amsterdam, NL","Nieuwe Doelenstraat 5, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,7,41160,41700,508,1680,35.0,Amsterdam,Amsterdam,"Nieuwe Doelenstraat 5, Amsterdam, NL","Oudezijds Voorburgwal 66, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,8,42480,43680,1188,3930,314.0,Amsterdam,Amsterdam,"Oudezijds Voorburgwal 66, Amsterdam, NL","Spuistraat 179, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,9,44460,44580,117,130,18.0,Amsterdam,Amsterdam,"Spuistraat 179, Amsterdam, NL","Singel 286, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,10,44700,45180,491,1770,-6.0,Amsterdam,Amsterdam,"Singel 286, Amsterdam, NL","Kinkerstraat 56, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,11,45300,45720,420,1740,28.0,Amsterdam,Amsterdam,"Kinkerstraat 56, Amsterdam, NL","Lange Leidsedwarsstraat 71, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,12,45960,46440,435,1280,-17.0,Amsterdam,Amsterdam,"Lange Leidsedwarsstraat 71, Amsterdam, NL","Geelvinckssteeg 3, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,13,46860,47220,362,1340,131.0,Amsterdam,Amsterdam,"Geelvinckssteeg 3, Amsterdam, NL","Vijzelstraat 137, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,14,47580,48300,746,2930,84.0,Amsterdam,Amsterdam,"Vijzelstraat 137, Amsterdam, NL","Frans Halsstraat 110, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,15,49140,49500,341,1060,130.0,Amsterdam,Amsterdam,"Frans Halsstraat 110, Amsterdam, NL","Eerste Van Der Helststraat 50, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,16,49620,49740,98,320,-3.0,Amsterdam,Amsterdam,"Eerste Van Der Helststraat 50, Amsterdam, NL","Tweede Jacob Van Campenstraat 148, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,17,50520,50820,287,860,-1.0,Amsterdam,Amsterdam,"Tweede Jacob Van Campenstraat 148, Amsterdam, NL","Sarphatistraat 16, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,18,51000,51840,819,3360,7.0,Amsterdam,Amsterdam,"Sarphatistraat 16, Amsterdam, NL","Spaklerweg 18, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,19,52320,53940,1592,26220,20.0,Amsterdam,Amsterdam,"Spaklerweg 18, Amsterdam, NL","Latexweg 12, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,20,54120,54180,89,110,-31.0,Amsterdam,Amsterdam,"Latexweg 12, Amsterdam, NL","Latexweg 12, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,21,54540,55080,504,4430,-2.0,Amsterdam,Amsterdam,"Latexweg 12, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,22,55620,55980,376,2090,24.0,Amsterdam,Westpoort,"Portsmuiden 15, Amsterdam, NL","Bornhout, Westpoort, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,23,56160,57120,990,8520,-14.0,Westpoort,Amsterdam,"Bornhout, Westpoort, NL","Ankerweg 2, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,24,57300,57360,75,110,38.0,Amsterdam,Westpoort,"Ankerweg 2, Amsterdam, NL","Ankerweg, Westpoort, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,25,57840,58800,968,9880,-12.0,Westpoort,Amsterdam,"Ankerweg, Westpoort, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-04,2025-06-04-Rebel,26,62160,62220,59,20,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,1,31140,31200,41,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,2,32220,33600,1341,17810,-8.0,Amsterdam,Schiphol,"Portsmuiden 15, Amsterdam, NL","Schiphol Boulevard 103, Schiphol, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,3,33960,35700,1717,32740,19.0,Schiphol,Leiden,"Schiphol Boulevard 103, Schiphol, NL","Hooigracht 63, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,4,36360,36660,279,1400,46.0,Leiden,Leiden,"Hooigracht 63, Leiden, NL","Rapenburg 56, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,5,37320,37560,249,920,-1.0,Leiden,Leiden,"Rapenburg 56, Leiden, NL","Aalmarkt 18, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,6,37920,39840,1927,20650,0.0,,,"Aalmarkt 18, Amsterdam, NL","Frederik Hendriklaan 110, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,7,41640,42000,330,2320,-10.0,,,"Frederik Hendriklaan 110, Amsterdam, NL","Prins Hendrikplein 2, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,8,42360,43080,746,2070,-2.0,,,"Prins Hendrikplein 2, Amsterdam, NL","Kneuterdijk 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,9,43560,44100,508,2120,9.0,,,"Kneuterdijk 11, Amsterdam, NL","Laan 3, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,10,44400,45240,864,4530,217.0,,,"Laan 3, Amsterdam, NL","Kranestraat 100, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,11,45600,46440,832,3820,2.0,,,"Kranestraat 100, Amsterdam, NL","Emmastraat 44, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,12,46440,46500,13,0,,Rijswijk Zh,Rijswijk Zh,"Emmastraat 44, Rijswijk Zh, NL","Emmastraat 44, Rijswijk Zh, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,13,46860,47100,286,430,-57.0,Rijswijk Zh,Rijswijk Zh,"Emmastraat 44, Rijswijk Zh, NL","Herenstraat 64, Rijswijk Zh, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,14,47280,48120,830,7870,-1.0,Rijswijk Zh,Delft,"Herenstraat 64, Rijswijk Zh, NL","Doelenplein 5, Delft, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,15,48540,48660,160,800,-14.0,Delft,Delft,"Doelenplein 5, Delft, NL","Vlamingstraat 1, Delft, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,16,49380,50640,1282,14460,4.0,Delft,Rotterdam,"Vlamingstraat 1, Delft, NL","Voorburgstraat 266, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,17,51720,52260,545,2490,-6.0,Rotterdam,Rotterdam,"Voorburgstraat 266, Rotterdam, NL","Vogelenzang 7, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,18,52500,52560,55,60,100.0,Rotterdam,Rotterdam,"Vogelenzang 7, Rotterdam, NL","Pannekoekstraat 55, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,19,52560,52980,393,2120,1.0,Rotterdam,Rotterdam,"Pannekoekstraat 55, Rotterdam, NL","Voorburgstraat 210, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,20,52980,54060,1053,3620,35.0,Rotterdam,Rotterdam,"Voorburgstraat 210, Rotterdam, NL","Hartmansstraat 31, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,21,54420,55080,628,2840,133.0,Rotterdam,Rotterdam,"Hartmansstraat 31, Rotterdam, NL","Hofplein 19, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,22,55380,56100,706,1770,-22.0,Rotterdam,Rotterdam,"Hofplein 19, Rotterdam, NL","Zwaanshals 264, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,23,56460,57600,1117,4940,35.0,Rotterdam,Rotterdam,"Zwaanshals 264, Rotterdam, NL","Leuvehaven 56, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,24,57960,58440,439,1530,-25.0,Rotterdam,Rotterdam,"Leuvehaven 56, Rotterdam, NL","Wilhelminakade 131, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,25,59340,60660,1343,5640,76.0,Rotterdam,Rotterdam,"Wilhelminakade 36, Rotterdam, NL","Schiestraat 3, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,26,60960,61920,977,2500,48.0,Rotterdam,Rotterdam,"Schiestraat 3, Rotterdam, NL","Boomgaardhof 73, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,27,62340,62460,120,0,,Rotterdam,Rotterdam,"Boomgaardhof 73, Rotterdam, NL","Boomgaardhof 73, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,28,62520,63300,753,1990,20.0,Rotterdam,Rotterdam,"Boomgaardhof 73, Rotterdam, NL","Pannekoekstraat 90, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,29,63540,63660,85,140,,Rotterdam,Rotterdam,"Pannekoekstraat 90, Rotterdam, NL","Nieuwemarkt 1, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,30,64320,65040,723,2460,48.0,Rotterdam,Rotterdam,"Nieuwemarkt 1, Rotterdam, NL","Wollefoppenstraat 3, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,31,65520,66900,1412,17270,-3.0,Rotterdam,Delft,"Wollefoppenstraat 3, Rotterdam, NL","Doelenplein 5, Delft, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,32,67020,69420,2372,57970,-9.0,Delft,Amsterdam,"Doelenplein 5, Delft, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-05,2025-06-05-Rebel,33,69480,69480,11,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,1,31800,31860,75,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,2,32640,32700,63,0,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,3,33300,33360,63,40,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 15, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,4,33480,33540,27,90,,Amsterdam,Amsterdam,"Portsmuiden 15, Amsterdam, NL","Portsmuiden 18, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,5,33660,34980,1306,20070,92.0,Amsterdam,Amsterdam,"Portsmuiden 18, Amsterdam, NL","Binnengasthuisstraat 19, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,6,35220,35700,478,550,2.0,Amsterdam,Amsterdam,"Binnengasthuisstraat 19, Amsterdam, NL","Rokin 58, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,7,36360,36780,426,1090,4.0,Amsterdam,Amsterdam,"Rokin 58, Amsterdam, NL","Oudezijds Voorburgwal 16, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,8,37080,37260,177,460,-6.0,Amsterdam,Amsterdam,"Oudezijds Voorburgwal 16, Amsterdam, NL","Oudezijds Voorburgwal 236, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,9,38400,38700,304,370,9.0,Amsterdam,Amsterdam,"Oudezijds Voorburgwal 236, Amsterdam, NL","Oudezijds Achterburgwal 231, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2025-06-06,2025-06-06-Rebel,10,38940,39540,628,1500,3.0,Amsterdam,Amsterdam,"Oudezijds Achterburgwal 231, Amsterdam, NL","Spui 21, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
