date,route_id,leg,start_s,end_s,duration_s,distance_m,deviation_pct,from_city,to_city,from_address,to_address,from_lat,from_lon,to_lat,to_lon,driver_id,vehicle_plate,bus_name,administration,source_file
2024-11-01,2024-11-01-Rebel,1,29820,29820,25,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,2,30600,33600,3023,53990,7.0,Amsterdam,Utrecht,"Portsmuiden 11, Amsterdam, NL","Willemstraat 9, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,3,34380,34620,286,540,-70.0,Utrecht,Utrecht,"Willemstraat 9, Utrecht, NL","Oudegracht 113, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,4,34920,34980,53,90,-36.0,Utrecht,Utrecht,"Oudegracht 113, Utrecht, NL","Oudegracht 139, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,5,35460,35640,238,530,-61.0,Utrecht,Utrecht,"Oudegracht 139, Utrecht, NL","Oudegracht 56, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,6,35880,36600,710,1700,-7.0,Utrecht,Utrecht,"Oudegracht 56, Utrecht, NL","Mariastraat 49, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,7,36840,37260,386,1090,-75.0,Utrecht,Utrecht,"Mariastraat 49, Utrecht, NL","Janskerkhof 7, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,8,37860,38100,246,1130,151.0,Utrecht,Utrecht,"Janskerkhof 7, Utrecht, NL","Wijde Begijnestraat 4, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,9,38400,39120,716,2650,215.0,Utrecht,Utrecht,"Wijde Begijnestraat 4, Utrecht, NL","Willem Van Noortstraat 108, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,10,39360,40320,985,9010,-18.0,Utrecht,Utrecht,"Willem Van Noortstraat 108, Utrecht, NL","Winthontlaan 28, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,11,40680,41040,375,940,7.0,Utrecht,Utrecht,"Winthontlaan 28, Utrecht, NL","Eendrachtlaan 300, Utrecht, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,12,41940,44280,2350,46000,2.0,Utrecht,Amsterdam,"Eendrachtlaan 300, Utrecht, NL","Oostelijke Handelskade 1007, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,13,44460,45540,1110,5100,10.0,Amsterdam,Amsterdam,"Oostelijke Handelskade 1007, Amsterdam, NL","Nieuwe Doelenstraat 55, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,14,45960,46560,590,520,8.0,Amsterdam,Amsterdam,"Nieuwe Doelenstraat 55, Amsterdam, NL","Rokin 75, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,15,48420,48480,22,0,,Amsterdam,Amsterdam,"Rokin 75, Amsterdam, NL","Rokin 75, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,16,48480,49980,1485,3800,400.0,Amsterdam,Amsterdam,"Rokin 75, Amsterdam, NL","Paleisstraat 16, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,17,50400,50460,62,60,-25.0,Amsterdam,Amsterdam,"Paleisstraat 16, Amsterdam, NL","Singel 286, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,18,50820,50940,135,340,,Amsterdam,Amsterdam,"Singel 286, Amsterdam, NL","Herengracht 281, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,19,51120,51420,275,680,8.0,Amsterdam,Amsterdam,"Herengracht 281, Amsterdam, NL","Keizersgracht 234, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,20,51540,51720,193,660,8.0,Amsterdam,Amsterdam,"Keizersgracht 234, Amsterdam, NL","Rozengracht 104, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,21,51960,52200,233,830,11.0,Amsterdam,Amsterdam,"Rozengracht 104, Amsterdam, NL","Prinsengracht 529, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,22,52440,53100,697,1890,155.0,Amsterdam,Amsterdam,"Prinsengracht 529, Amsterdam, NL","Lange Leidsedwarsstraat 75, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,23,53280,54240,946,2080,-5.0,Amsterdam,Amsterdam,"Lange Leidsedwarsstraat 75, Amsterdam, NL","Bilderdijkstraat 79, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,24,55740,55860,139,560,6.0,Amsterdam,Amsterdam,"Bilderdijkstraat 79, Amsterdam, NL","Da Costakade 22, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,25,56220,56340,147,100,-76.0,Amsterdam,Amsterdam,"Da Costakade 22, Amsterdam, NL","Da Costakade 2, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,26,56400,57900,1529,8330,-10.0,Amsterdam,Amsterdam,"Da Costakade 2, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,27,58260,58260,39,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-01,2024-11-01-Rebel,28,62400,62460,53,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-04,2024-11-04-Rebel,1,33780,33900,62,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-04,2024-11-04-Rebel,2,60720,60840,83,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-04,2024-11-04-Rebel,3,61800,61860,46,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,1,33240,33300,71,120,,Amsterdam,Amsterdam,"Pleimuiden 16, Amsterdam, NL","Portsmuiden 18, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,2,33540,33660,102,140,56.0,Amsterdam,Amsterdam,"Portsmuiden 18, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,3,33720,34560,815,6050,2.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Bos En Lommerweg 118, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,4,34740,35220,466,2350,,Amsterdam,Amsterdam,"Bos En Lommerweg 118, Amsterdam, NL","Staalmeesterslaan 410, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,5,35640,36600,952,5470,21.0,Amsterdam,Amsterdam,"Staalmeesterslaan 410, Amsterdam, NL","Paulus Potterstraat 20, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,6,37020,37560,530,1470,-34.0,Amsterdam,Amsterdam,"Paulus Potterstraat 20, Amsterdam, NL","Ferdinand Bolstraat 22, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,7,39000,39240,209,400,-57.0,Amsterdam,Amsterdam,"Ferdinand Bolstraat 22, Amsterdam, NL","Quellijnstraat 87, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,8,40320,41160,892,1860,22.0,Amsterdam,Amsterdam,"Quellijnstraat 87, Amsterdam, NL","Amsteldijk 67, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,9,41880,42600,731,3570,25.0,Amsterdam,Amsterdam,"Amsteldijk 67, Amsterdam, NL","Dapperplein 66, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,10,42840,43680,845,8150,0.0,Amsterdam,Amsterdam Zuidoost,"Dapperplein 66, Amsterdam, NL","Gooiseweg 50, Amsterdam Zuidoost, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,11,43740,44580,886,8050,4.0,Amsterdam Zuidoost,Weesp,"Gooiseweg 50, Amsterdam Zuidoost, NL","Stationsweg 1, Weesp, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,12,44940,46380,1436,20110,0.0,Weesp,Amsterdam,"Stationsweg 1, Weesp, NL","Stadionplein 20, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,13,46620,47460,853,4050,-4.0,Amsterdam,Amsterdam,"Stadionplein 20, Amsterdam, NL","Jacob Van Lennepstraat 66, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,14,47580,47760,164,410,,Amsterdam,Amsterdam,"Jacob Van Lennepstraat 66, Amsterdam, NL","Bilderdijkstraat 79, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,15,48660,48720,75,150,1400.0,Amsterdam,Amsterdam,"Bilderdijkstraat 79, Amsterdam, NL","Bilderdijkstraat 87, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,16,49080,50640,1592,11810,29.0,Amsterdam,Amsterdam,"Bilderdijkstraat 79, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,17,51000,51060,77,340,62.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Bolstoen 4, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,18,51180,51600,435,2060,22.0,Amsterdam,Zaandam,"Bolstoen 4, Amsterdam, NL","Herwijk, Zaandam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,19,51840,52080,224,1810,5.0,Westpoort,Amsterdam,"Bornhout, Westpoort, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,20,55080,55140,47,30,-67.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,21,55920,55980,81,40,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,22,58620,58740,75,20,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-05,2024-11-05-Rebel,23,62460,62520,83,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,1,33600,34800,1223,14750,-16.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Chrysantenstraat 8, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,2,35100,35820,701,5080,22.0,Amsterdam,Amsterdam,"Chrysantenstraat 8, Amsterdam, NL","Peperstraat 4, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,3,35940,36900,945,2330,-1.0,Amsterdam,Amsterdam,"Peperstraat 4, Amsterdam, NL","Oostelijke Handelskade 1007, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,4,37560,38520,966,4520,-20.0,Amsterdam,Amsterdam,"Oostelijke Handelskade 1007, Amsterdam, NL","Keizersgracht 231, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,5,38940,40020,1057,3660,2.0,Amsterdam,Amsterdam,"Keizersgracht 231, Amsterdam, NL","Tweede Jacob Van Campenstraat 148, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,6,41640,42540,916,2690,42.0,Amsterdam,Amsterdam,"Tweede Jacob Van Campenstraat 163, Amsterdam, NL","Gaaspstraat 7, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,7,42960,43440,498,2160,2.0,Amsterdam,Amsterdam,"Gaaspstraat 7, Amsterdam, NL","De Groene Zoom, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,8,44580,45420,808,4790,180.0,Amsterdam,Amsterdam,"De Groene Zoom, Amsterdam, NL","Leo Smitstraat 6, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,9,45840,46740,945,9520,19.0,Amsterdam,Amsterdam,"Leo Smitstraat 6, Amsterdam, NL","Jan Evertsenstraat 719, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,10,47160,48000,875,5640,-21.0,Amsterdam,Amsterdam,"Jan Evertsenstraat 719, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,11,50160,50160,49,60,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,12,50340,50340,42,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,13,50580,51420,832,8210,-21.0,Amsterdam,Westpoort,"Portsmuiden 11, Amsterdam, NL","Ankerweg, Westpoort, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,14,51420,51540,94,30,-67.0,Westpoort,Amsterdam,"Ankerweg, Westpoort, NL","Ankerweg 6, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,15,51540,51600,8,0,,Amsterdam,Amsterdam,"Ankerweg 6, Amsterdam, NL","Ankerweg 6, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,16,51660,52980,1334,10590,4.0,Amsterdam,Zaandam,"Ankerweg 6, Amsterdam, NL","Herwijk, Zaandam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,17,53340,54420,1073,3430,104.0,Zaandam,Amsterdam,"Herwijk, Zaandam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,18,55800,55920,121,20,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,19,57360,57420,83,80,-11.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 17, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-06,2024-11-06-Rebel,20,62460,62520,86,60,50.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,1,31980,32040,63,100,25.0,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 18, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,2,32280,32340,36,120,50.0,Amsterdam,Amsterdam,"Portsmuiden 18, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,3,32460,34980,2488,39010,-11.0,Amsterdam,Leiden,"Portsmuiden 11, Amsterdam, NL","Hooigracht 39, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,4,35640,36060,435,1140,27.0,Leiden,Leiden,"Hooigracht 39, Leiden, NL","Kloksteeg 6, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,5,36360,36780,373,1190,28.0,Leiden,Leiden,"Kloksteeg 6, Leiden, NL","Aalmarkt 18, Leiden, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,6,37080,39300,2257,36620,6.0,Leiden,Rotterdam,"Aalmarkt 18, Leiden, NL","Voorburgstraat 210, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,7,39720,40020,327,1480,1.0,Rotterdam,Rotterdam,"Voorburgstraat 210, Rotterdam, NL","Zwaanshals 243, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,8,40320,40740,415,2060,17.0,Rotterdam,Rotterdam,"Zwaanshals 243, Rotterdam, NL","Wollefoppenstraat 112, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,9,40860,41400,575,2650,-29.0,Rotterdam,Rotterdam,"Wollefoppenstraat 112, Rotterdam, NL","Boomgaardhof 73, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,10,42120,42600,466,310,11.0,Rotterdam,Rotterdam,"Boomgaardhof 73, Rotterdam, NL","Hartmansstraat 18, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,11,43020,43980,977,2200,175.0,Rotterdam,Rotterdam,"Hartmansstraat 18, Rotterdam, NL","Leuvehaven 68, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,12,44820,45240,465,1560,44.0,Rotterdam,Rotterdam,"Leuvehaven 68, Rotterdam, NL","Veerhaven 12, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,13,45540,46800,1256,5550,12.0,Rotterdam,Rotterdam,"Veerhaven 12, Rotterdam, NL","Ahoyweg 10, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,14,47220,48720,1478,6280,0.0,Rotterdam,Rotterdam,"Ahoyweg 10, Rotterdam, NL","Mariniersweg 53, Rotterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,15,48840,50460,1567,16280,2.0,Rotterdam,Delft,"Mariniersweg 53, Rotterdam, NL","Vlamingstraat 1, Delft, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,16,50700,51060,346,700,119.0,Delft,Delft,"Vlamingstraat 1, Delft, NL","Pluympot 15, Delft, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,17,51660,52620,1008,8240,16.0,Delft,Rijswijk Zh,"Pluympot 15, Delft, NL","Kerklaan 19, Rijswijk Zh, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,18,52800,54120,1289,5240,-1.0,,,"Kerklaan 19, Amsterdam, NL","Prinsegracht 1, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,19,55080,58440,3373,59120,-5.0,,,"Prinsegracht 1, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,20,60240,60360,121,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
2024-11-07,2024-11-07-Rebel,21,61320,61440,117,0,,Amsterdam,Amsterdam,"Portsmuiden 11, Amsterdam, NL","Portsmuiden 11, Amsterdam, NL",,,,,,,Rebel,1 (VNZ-20-TRebel),rebel_Ritten overzicht 2024.11.01-2025.11.11.csv
